gene,count,length
ENST00000366603,1452,3939
ENST00000366600,474,1503
ENST00000366601,776,1395
ENST00000303045,6077,4881
ENST00000327031,644,3810
ENST00000244043,774,1503
ENST00000244040,442,585
ENST00000004531,630,2097
ENST00000342628,447,2406
ENST00000641160,418,948
ENST00000244049,359,375
ENST00000641161,618,939
ENST00000641156,344,942
ENST00000641157,3960,1395
ENST00000258682,1135,1554
ENST00000401401,608,741
ENST00000641151,334,936
ENST00000641152,263,948
ENST00000401402,767,1182
ENST00000327028,422,1335
ENST00000401405,229,477
ENST00000401406,72,189
ENST00000303059,466,1023
ENST00000342623,297,936
ENST00000342624,794,2283
ENST00000244050,193,795
ENST00000342620,502,507
ENST00000401408,529,1761
ENST00000303071,230,1701
ENST00000596991,936,2439
ENST00000317697,168,867
ENST00000258672,365,1647
ENST00000582365,689,1395
ENST00000641145,1107,1593
ENST00000641147,429,1107
ENST00000401412,162,567
ENST00000641141,289,948
ENST00000258679,528,1323
ENST00000303068,684,1812
ENST00000641149,441,954
ENST00000342631,450,1797
ENST00000401419,205,894
ENST00000523821,355,1086
ENST00000219022,564,1533
ENST00000523829,709,942
ENST00000450598,717,2289
ENST00000450599,372,1608
ENST00000641098,281,1203
ENST00000450592,410,1137
ENST00000450593,803,228
ENST00000450594,1074,1239
ENST00000185150,388,1452
ENST00000523815,164,339
ENST00000641093,534,930
ENST00000523816,838,1851
ENST00000641094,171,1476
ENST00000641090,295,954
ENST00000508204,494,1269
ENST00000641086,356,927
ENST00000474559,470,627
ENST00000258613,634,2559
ENST00000317702,360,1341
ENST00000641081,355,975
ENST00000244007,803,3876
ENST00000641082,260,945
ENST00000508208,634,786
ENST00000523847,95,201
ENST00000641074,438,1290
ENST00000641076,377,948
ENST00000258648,222,813
ENST00000258646,433,1596
ENST00000234677,364,1545
ENST00000523832,409,1368
ENST00000641071,454,966
ENST00000508216,833,705
ENST00000209665,386,1161
ENST00000209668,380,1128
ENST00000641067,506,975
ENST00000508221,233,1071
ENST00000641068,400,933
ENST00000641069,270,948
ENST00000641064,320,939
ENST00000641066,2536,1395
ENST00000474576,314,1257
ENST00000219069,320,2052
ENST00000219066,176,939
ENST00000317721,7734,5730
ENST00000425597,300,708
ENST00000425599,636,867
ENST00000498578,617,2082
ENST00000219054,1046,1734
ENST00000317716,963,2658
ENST00000474594,521,1527
ENST00000234626,443,1725
ENST00000474597,390,897
ENST00000317749,295,690
ENST00000317746,361,1593
ENST00000317744,738,1728
ENST00000317745,166,222
ENST00000425583,278,585
ENST00000425574,589,1275
ENST00000258607,434,2049
ENST00000317735,253,1014
ENST00000317734,308,1185
ENST00000425570,509,2094
ENST00000220003,353,1353
ENST00000425562,936,2334
ENST00000376064,496,2538
ENST00000376065,1004,3750
ENST00000376062,374,702
ENST00000572834,150,225
ENST00000450518,378,1164
ENST00000450510,202,870
ENST00000533227,6186,783
ENST00000376071,100,498
ENST00000376072,112,573
ENST00000376075,156,516
ENST00000376073,136,534
ENST00000523898,284,1050
ENST00000547889,1026,1527
ENST00000572820,296,1023
ENST00000450529,264,756
ENST00000449534,166,1815
ENST00000533211,1475,7173
ENST00000557201,516,921
ENST00000450521,384,1149
ENST00000533214,487,2412
ENST00000450523,328,1284
ENST00000533213,1697,2157
ENST00000450525,409,1233
ENST00000557209,175,633
ENST00000533217,114,576
ENST00000376083,1380,3561
ENST00000376086,88,222
ENST00000376087,1342,5133
ENST00000352077,429,2157
ENST00000352078,209,900
ENST00000376085,438,885
ENST00000376088,1237,2451
ENST00000572810,86,534
ENST00000376089,89,201
ENST00000449549,175,1209
ENST00000533250,20,840
ENST00000533244,253,825
ENST00000533248,1076,3696
ENST00000450536,704,2391
ENST00000533246,563,744
ENST00000572815,140,561
ENST00000376090,89,87
ENST00000376093,88,315
ENST00000376094,393,1056
ENST00000376091,1159,2451
ENST00000376092,67,108
ENST00000508293,277,738
ENST00000352065,1729,1380
ENST00000376098,235,1425
ENST00000352066,394,1569
ENST00000376096,90,42
ENST00000376099,90,87
ENST00000547865,435,228
ENST00000449557,2413,5889
ENST00000352068,273,771
ENST00000450542,2559,105
ENST00000449561,713,1776
ENST00000533231,759,3612
ENST00000376020,1876,4482
ENST00000376021,154,561
ENST00000376022,154,219
ENST00000547837,222,1440
ENST00000376029,154,342
ENST00000547838,168,750
ENST00000376027,136,342
ENST00000450554,471,1416
ENST00000449570,462,969
ENST00000474524,4424,6438
ENST00000376032,154,684
ENST00000376030,3906,2328
ENST00000498508,1130,2214
ENST00000376033,983,6474
ENST00000523850,2711,657
ENST00000547843,10,159
ENST00000547848,686,1527
ENST00000547849,2234,1884
ENST00000376038,1187,876
ENST00000449576,1240,2928
ENST00000508244,2094,9594
ENST00000450565,248,531
ENST00000606719,203,405
ENST00000210633,535,2532
ENST00000498502,1293,1047
ENST00000376042,1189,4188
ENST00000376040,325,885
ENST00000523887,137,621
ENST00000547815,452,1416
ENST00000376048,1587,681
ENST00000376049,75,282
ENST00000450574,545,1071
ENST00000449591,252,1113
ENST00000449592,687,1020
ENST00000508256,326,462
ENST00000449590,502,1782
ENST00000533205,136,615
ENST00000523873,248,699
ENST00000376052,1014,3789
ENST00000376057,604,711
ENST00000376055,375,513
ENST00000523872,688,1086
ENST00000376059,121,444
ENST00000547825,326,1374
ENST00000449599,415,2118
ENST00000547828,131,210
ENST00000508268,259,435
ENST00000606738,1383,1554
ENST00000376061,503,363
ENST00000474531,424,528
ENST00000352131,297,963
ENST00000352133,683,1602
ENST00000376101,346,1233
ENST00000327171,1071,1344
ENST00000376105,129,450
ENST00000391736,639,1347
ENST00000557280,92,258
ENST00000391737,742,1365
ENST00000376104,18693,2928
ENST00000391738,761,1452
ENST00000557284,4286,2850
ENST00000391733,593,1350
ENST00000391734,597,1188
ENST00000596883,222,249
ENST00000376108,471,2241
ENST00000366772,523,1896
ENST00000557277,284,294
ENST00000366773,523,2037
ENST00000366774,162,597
ENST00000401500,1008,4572
ENST00000366779,986,1944
ENST00000401503,117,183
ENST00000401506,195,336
ENST00000366777,734,1944
ENST00000401507,665,2121
ENST00000366778,734,1788
ENST00000376112,129,468
ENST00000376113,796,1275
ENST00000376110,75,156
ENST00000391746,768,1533
ENST00000352127,239,1041
ENST00000391748,799,1794
ENST00000391749,808,1797
ENST00000391742,392,864
ENST00000391743,439,810
ENST00000596894,499,114
ENST00000366760,846,669
ENST00000582222,46,135
ENST00000366769,3240,5160
ENST00000366764,3238,5100
ENST00000327157,43,312
ENST00000366766,3237,3057
ENST00000327158,133,585
ENST00000366767,3223,4917
ENST00000391757,201,582
ENST00000391758,195,735
ENST00000391759,216,762
ENST00000391753,190,585
ENST00000391754,273,1035
ENST00000557263,257,1056
ENST00000391755,309,1482
ENST00000352115,4377,1911
ENST00000342782,198,1155
ENST00000391750,629,1896
ENST00000342783,309,1269
ENST00000391751,192,240
ENST00000391752,192,585
ENST00000557258,1591,1407
ENST00000557259,221,135
ENST00000366757,569,981
ENST00000366758,356,1392
ENST00000342788,15090,3927
ENST00000366759,531,1395
ENST00000342784,418,2208
ENST00000342785,2814,4929
ENST00000366756,565,2172
ENST00000376131,6930,759
ENST00000572888,303,1461
ENST00000572887,286,1182
ENST00000352105,2228,7296
ENST00000376138,836,1359
ENST00000391768,270,969
ENST00000391769,366,969
ENST00000376139,832,1431
ENST00000376137,836,1269
ENST00000557272,4093,3738
ENST00000391764,172,246
ENST00000391766,557,597
ENST00000557275,967,2913
ENST00000391767,766,828
ENST00000391760,144,486
ENST00000391761,209,816
ENST00000366740,107,387
ENST00000391762,88,219
ENST00000391763,84,186
ENST00000366741,107,387
ENST00000342790,347,1002
ENST00000366746,109,387
ENST00000366747,109,387
ENST00000366742,108,387
ENST00000327179,365,1842
ENST00000342795,472,879
ENST00000366744,109,387
ENST00000352171,1035,3456
ENST00000616016,395,1038
ENST00000352178,570,1656
ENST00000352179,254,594
ENST00000616017,9,549
ENST00000533265,272,789
ENST00000616024,588,2058
ENST00000557235,470,2544
ENST00000616026,486,2241
ENST00000572879,90,285
ENST00000572862,207,837
ENST00000572863,127,537
ENST00000391709,540,2154
ENST00000391702,237,1080
ENST00000391703,392,1512
ENST00000391705,428,1980
ENST00000533261,366,1152
ENST00000616028,750,1725
ENST00000391700,216,537
ENST00000391701,227,1224
ENST00000616035,317,945
ENST00000557247,270,924
ENST00000533256,528,2148
ENST00000616033,531,3204
ENST00000533257,81,390
ENST00000572851,126,255
ENST00000199708,61,429
ENST00000199706,182,771
ENST00000391718,440,3177
ENST00000352151,841,2931
ENST00000533290,289,1632
ENST00000391713,474,1491
ENST00000449503,1133,2373
ENST00000391711,438,1299
ENST00000533293,164,1077
ENST00000557220,194,348
ENST00000352159,325,702
ENST00000366794,849,3045
ENST00000616002,125,1050
ENST00000616003,753,1623
ENST00000366795,397,2325
ENST00000366796,535,843
ENST00000366790,79,468
ENST00000616000,528,2004
ENST00000366792,139,327
ENST00000557218,169,153
ENST00000391728,630,1335
ENST00000572844,304,1701
ENST00000391724,462,762
ENST00000391725,471,798
ENST00000533280,91,327
ENST00000391726,480,540
ENST00000391720,405,1767
ENST00000391721,1234,3117
ENST00000616007,437,1161
ENST00000391723,462,630
ENST00000366782,463,1446
ENST00000557221,65,156
ENST00000366783,469,1347
ENST00000366784,610,1935
ENST00000616014,135,216
ENST00000557224,245,1371
ENST00000366780,441,1491
ENST00000616010,875,291
ENST00000366787,1479,3519
ENST00000366788,466,426
ENST00000366789,448,426
ENST00000596802,286,1062
ENST00000283547,289,456
ENST00000317764,567,678
ENST00000401592,905,2358
ENST00000641012,525,4284
ENST00000641015,429,927
ENST00000616064,93,582
ENST00000641010,2890,1422
ENST00000616065,346,1323
ENST00000175756,388,1383
ENST00000616066,111,591
ENST00000425559,34,372
ENST00000303115,838,1380
ENST00000641017,1818,1497
ENST00000303113,375,1659
ENST00000641019,303,996
ENST00000303130,134,390
ENST00000631683,1134,3225
ENST00000317757,1163,2064
ENST00000641002,644,942
ENST00000401593,73,423
ENST00000283550,658,588
ENST00000616074,171,345
ENST00000303127,292,1071
ENST00000303142,648,618
ENST00000327111,410,1272
ENST00000596822,288,408
ENST00000342704,1127,1788
ENST00000596825,523,228
ENST00000425530,248,696
ENST00000616041,178,840
ENST00000425534,398,675
ENST00000342702,558,1710
ENST00000425538,1680,2961
ENST00000596827,309,1257
ENST00000582297,239,633
ENST00000596831,945,399
ENST00000303151,69,423
ENST00000317775,2557,4305
ENST00000616056,283,1047
ENST00000616058,929,2076
ENST00000425520,700,837
ENST00000616053,3253,1752
ENST00000283534,75,396
ENST00000401576,29,111
ENST00000342711,899,4656
ENST00000425528,572,2694
ENST00000303145,643,2145
ENST00000303143,365,2112
ENST00000366739,107,387
ENST00000366730,236,594
ENST00000641052,2534,1116
ENST00000401542,407,864
ENST00000425515,355,354
ENST00000401548,1091,3825
ENST00000366735,107,387
ENST00000366736,107,387
ENST00000401547,467,1182
ENST00000366738,107,495
ENST00000199764,397,1035
ENST00000366731,109,168
ENST00000366732,106,168
ENST00000366733,106,387
ENST00000303155,619,1557
ENST00000366734,107,387
ENST00000366728,233,726
ENST00000641050,3964,1269
ENST00000317799,497,1425
ENST00000641051,3991,1395
ENST00000234590,316,1305
ENST00000342771,10352,3780
ENST00000641045,441,948
ENST00000582266,731,87
ENST00000258530,620,1995
ENST00000641047,2518,927
ENST00000641048,177,1038
ENST00000641042,477,939
ENST00000258534,381,717
ENST00000641044,227,933
ENST00000258538,863,1722
ENST00000401557,148,705
ENST00000366726,230,594
ENST00000401558,831,3216
ENST00000425508,1179,933
ENST00000366721,216,600
ENST00000366722,228,729
ENST00000366723,229,708
ENST00000327154,198,447
ENST00000327155,794,2694
ENST00000366718,201,594
ENST00000641040,277,942
ENST00000641036,616,567
ENST00000616085,460,1134
ENST00000401522,213,966
ENST00000616088,559,1983
ENST00000616081,266,1563
ENST00000366714,255,1320
ENST00000366716,194,594
ENST00000342745,593,912
ENST00000401525,526,1311
ENST00000641039,278,936
ENST00000342743,295,708
ENST00000582252,323,1443
ENST00000342740,828,4119
ENST00000366711,300,1071
ENST00000401528,155,687
ENST00000401529,75,261
ENST00000303177,555,516
ENST00000616080,437,1782
ENST00000342741,488,1725
ENST00000596873,88,357
ENST00000327141,135,594
ENST00000366707,6644,26772
ENST00000641023,444,1602
ENST00000401530,1315,1974
ENST00000401533,273,2625
ENST00000641020,2519,1092
ENST00000342756,558,2016
ENST00000327134,904,1575
ENST00000342753,328,1026
ENST00000641027,322,930
ENST00000342751,369,453
ENST00000342752,171,486
ENST00000464889,451,858
ENST00000268314,638,2808
ENST00000425280,277,1236
ENST00000488857,69,357
ENST00000283943,1821,5979
ENST00000449247,626,2244
ENST00000283946,628,567
ENST00000449246,597,1671
ENST00000425278,524,1314
ENST00000449250,75,294
ENST00000464873,853,948
ENST00000244333,235,1041
ENST00000244336,324,1050
ENST00000488869,203,615
ENST00000464872,155,444
ENST00000449264,144,702
ENST00000449260,342,2007
ENST00000258975,135,894
ENST00000219368,409,1119
ENST00000450241,528,1824
ENST00000450242,755,1653
ENST00000283928,1976,732
ENST00000244360,201,1263
ENST00000244364,4632,15516
ENST00000283921,214,1233
ENST00000449277,1091,1290
ENST00000450251,700,3222
ENST00000450253,457,654
ENST00000464896,488,399
ENST00000523719,2442,1971
ENST00000523714,679,1926
ENST00000283936,900,1257
ENST00000258991,1026,3405
ENST00000425244,3614,1899
ENST00000449285,589,2073
ENST00000508104,814,2424
ENST00000450269,98,876
ENST00000449283,11,312
ENST00000425248,727,2616
ENST00000508105,104,336
ENST00000219345,310,1239
ENST00000488892,145,249
ENST00000244303,797,1803
ENST00000283905,606,1773
ENST00000425241,654,1791
ENST00000425232,2107,9594
ENST00000449296,587,909
ENST00000425234,255,1137
ENST00000449290,868,1359
ENST00000449291,287,1617
ENST00000498215,2147,2034
ENST00000258947,343,1341
ENST00000474246,99,234
ENST00000283916,653,1257
ENST00000425231,324,1032
ENST00000450288,754,2094
ENST00000474231,7501,3732
ENST00000425225,340,1164
ENST00000258930,330,564
ENST00000415895,536,771
ENST00000474263,88,393
ENST00000258962,182,747
ENST00000258960,486,1491
ENST00000425217,4338,2766
ENST00000450295,740,2589
ENST00000474267,492,1143
ENST00000450296,242,1152
ENST00000258969,219,1080
ENST00000415884,261,372
ENST00000415886,111,444
ENST00000244314,435,1392
ENST00000425202,103,597
ENST00000258955,301,1329
ENST00000425208,537,279
ENST00000582084,28,147
ENST00000523787,443,1392
ENST00000523782,440,1077
ENST00000547754,581,2085
ENST00000440832,195,906
ENST00000391338,533,306
ENST00000508159,504,1989
ENST00000533102,232,1146
ENST00000440835,1175,1239
ENST00000439853,432,2412
ENST00000523771,837,1851
ENST00000439858,134,660
ENST00000440843,318,1578
ENST00000523773,559,777
ENST00000508167,1095,2571
ENST00000508164,287,990
ENST00000572705,694,2520
ENST00000547771,856,2697
ENST00000439862,220,1095
ENST00000440851,296,1686
ENST00000439864,1766,1029
ENST00000342386,561,2523
ENST00000508177,194,870
ENST00000533122,47,1350
ENST00000391353,55,1026
ENST00000391354,42,510
ENST00000508175,936,117
ENST00000391355,61,483
ENST00000391356,309,588
ENST00000342382,427,1596
ENST00000342380,424,1296
ENST00000391352,132,1554
ENST00000440859,405,1476
ENST00000508170,481,657
ENST00000440857,241,1161
ENST00000533129,529,2145
ENST00000440863,246,1419
ENST00000523799,281,597
ENST00000440866,778,501
ENST00000464813,185,444
ENST00000547743,56,393
ENST00000440865,424,1809
ENST00000220325,597,1626
ENST00000533112,1643,6009
ENST00000391366,21,393
ENST00000234961,575,1119
ENST00000440868,597,1368
ENST00000440869,1161,1938
ENST00000533118,96,513
ENST00000439880,353,1701
ENST00000381971,3367,2793
ENST00000439887,417,1911
ENST00000219343,346,1548
ENST00000439889,782,1920
ENST00000464845,173,708
ENST00000440875,1997,1272
ENST00000464847,373,1566
ENST00000449207,382,1479
ENST00000449205,414,1308
ENST00000508116,3587,2775
ENST00000464848,629,1665
ENST00000219334,803,1968
ENST00000606602,23,168
ENST00000381975,512,1191
ENST00000440884,922,1980
ENST00000523731,794,2988
ENST00000381984,267,258
ENST00000464832,714,1341
ENST00000381982,363,1083
ENST00000381980,773,945
ENST00000440886,503,1062
ENST00000523739,465,2025
ENST00000508122,9173,1755
ENST00000508121,335,222
ENST00000381989,1776,5175
ENST00000381995,297,1071
ENST00000523764,338,111
ENST00000381990,596,1719
ENST00000219322,292,846
ENST00000219320,289,1389
ENST00000449228,148,786
ENST00000523767,718,2478
ENST00000523768,842,2547
ENST00000449224,292,1077
ENST00000440890,1033,1599
ENST00000508133,393,1146
ENST00000508137,675,1707
ENST00000450214,431,429
ENST00000219315,207,1422
ENST00000219313,190,975
ENST00000381998,1050,1077
ENST00000547701,269,360
ENST00000547702,3743,1884
ENST00000449238,135,315
ENST00000449237,152,2175
ENST00000464850,237,231
ENST00000449244,145,390
ENST00000449241,200,489
ENST00000366382,235,867
ENST00000219301,333,1188
ENST00000219302,58,510
ENST00000606613,248,501
ENST00000596764,1239,2442
ENST00000596765,286,465
ENST00000533191,952,1686
ENST00000557164,1916,1239
ENST00000533193,185,507
ENST00000582113,63,279
ENST00000342449,1492,6810
ENST00000342443,1222,762
ENST00000342444,767,1203
ENST00000317479,240,588
ENST00000317477,319,402
ENST00000533177,478,2184
ENST00000317483,256,714
ENST00000582104,182,789
ENST00000342456,384,1407
ENST00000606514,194,435
ENST00000366401,1828,2148
ENST00000342454,215,957
ENST00000557140,264,825
ENST00000557135,406,1416
ENST00000342427,857,2544
ENST00000342421,3405,1785
ENST00000342422,102,432
ENST00000596797,235,396
ENST00000293288,279,657
ENST00000572760,87,171
ENST00000391403,589,2238
ENST00000557154,245,819
ENST00000606538,115,297
ENST00000342435,324,957
ENST00000439802,1276,1188
ENST00000547798,153,603
ENST00000533152,510,951
ENST00000533150,310,789
ENST00000533144,257,678
ENST00000557111,141,162
ENST00000557112,160,843
ENST00000342483,339,1497
ENST00000342482,263,501
ENST00000342480,437,1818
ENST00000557119,129,795
ENST00000508192,879,2175
ENST00000508190,211,783
ENST00000508196,2229,1938
ENST00000606567,120,573
ENST00000606561,428,1485
ENST00000209929,547,1608
ENST00000439817,564,2592
ENST00000533141,104,339
ENST00000293261,440,1380
ENST00000533131,562,744
ENST00000342494,886,3207
ENST00000557125,291,171
ENST00000557126,513,306
ENST00000440804,519,1440
ENST00000342499,530,381
ENST00000606557,23,381
ENST00000268296,1197,3492
ENST00000547773,403,987
ENST00000293255,293,522
ENST00000439822,380,516
ENST00000547776,10953,3747
ENST00000439827,3351,1614
ENST00000533171,1218,1992
ENST00000533166,60,270
ENST00000342462,197,1362
ENST00000440815,347,567
ENST00000606589,479,153
ENST00000439831,5,192
ENST00000440823,243,150
ENST00000439838,336,1017
ENST00000342473,204,225
ENST00000366429,317,612
ENST00000572725,642,1821
ENST00000366425,33,621
ENST00000547791,318,1623
ENST00000293230,198,573
ENST00000415871,572,918
ENST00000415876,3830,3267
ENST00000317402,646,2727
ENST00000582193,214,585
ENST00000450195,67,540
ENST00000268281,450,2568
ENST00000498139,74,687
ENST00000450198,2000,4545
ENST00000244295,634,981
ENST00000415862,308,312
ENST00000244296,777,1281
ENST00000244293,577,1209
ENST00000415868,439,1887
ENST00000268251,972,1503
ENST00000488794,479,753
ENST00000415850,553,1464
ENST00000596702,234,147
ENST00000415858,6,867
ENST00000283882,627,900
ENST00000582170,64,549
ENST00000293217,568,1983
ENST00000596707,362,999
ENST00000268261,366,741
ENST00000415846,302,2739
ENST00000498124,1043,504
ENST00000283891,327,726
ENST00000582160,67,348
ENST00000268231,366,1077
ENST00000342407,303,495
ENST00000317449,142,717
ENST00000498181,388,924
ENST00000317447,742,1731
ENST00000317446,563,3414
ENST00000582155,261,1755
ENST00000317450,328,972
ENST00000342404,606,1242
ENST00000582151,34,159
ENST00000596730,583,930
ENST00000596731,122,321
ENST00000596733,1,642
ENST00000415822,463,1545
ENST00000415826,291,489
ENST00000415827,581,2217
ENST00000317442,1168,636
ENST00000283871,688,1338
ENST00000283875,420,1320
ENST00000498187,292,1116
ENST00000342415,307,1020
ENST00000342412,291,843
ENST00000596745,2858,963
ENST00000415811,160,585
ENST00000244289,635,3231
ENST00000415816,174,861
ENST00000557185,252,1020
ENST00000498155,140,486
ENST00000557179,194,708
ENST00000582136,49,249
ENST00000582137,387,945
ENST00000268220,305,540
ENST00000596755,57,423
ENST00000596758,415,1782
ENST00000415803,145,915
ENST00000317459,119,762
ENST00000631589,1732,3207
ENST00000415806,309,120
ENST00000415807,2546,3615
ENST00000498165,1981,1083
ENST00000244221,273,372
ENST00000244227,200,468
ENST00000425398,611,1632
ENST00000449376,578,1482
ENST00000449372,657,3879
ENST00000219251,301,1626
ENST00000219252,204,828
ENST00000219255,163,1041
ENST00000268206,977,3363
ENST00000425393,55,177
ENST00000425394,582,3609
ENST00000244217,195,531
ENST00000450366,441,1200
ENST00000425389,333,1704
ENST00000449382,506,1323
ENST00000498307,145,276
ENST00000474315,265,1164
ENST00000450361,115,675
ENST00000450363,630,870
ENST00000219240,274,1188
ENST00000244241,132,594
ENST00000523601,2973,1560
ENST00000219244,99,285
ENST00000488958,295,879
ENST00000425380,393,900
ENST00000425382,759,846
ENST00000425375,524,1344
ENST00000258886,760,2892
ENST00000258884,373,990
ENST00000219235,116,282
ENST00000258888,1151,5724
ENST00000450372,519,1080
ENST00000488961,632,1368
ENST00000244230,454,2046
ENST00000488965,265,180
ENST00000449399,428,1257
ENST00000450388,445,1290
ENST00000425368,326,2295
ENST00000258874,311,612
ENST00000258873,833,2175
ENST00000450383,186,747
ENST00000258829,184,720
ENST00000401393,1322,4671
ENST00000401394,1043,1200
ENST00000401392,2262,3234
ENST00000391496,98,933
ENST00000425354,373,1365
ENST00000474362,700,291
ENST00000425359,413,1326
ENST00000258821,279,1323
ENST00000474369,104,564
ENST00000219299,431,1134
ENST00000425343,216,948
ENST00000401395,696,942
ENST00000401396,1038,1416
ENST00000425345,384,492
ENST00000425346,89,669
ENST00000401399,1948,3723
ENST00000488990,583,765
ENST00000317508,171,1032
ENST00000317509,769,2283
ENST00000317506,646,1863
ENST00000244204,218,1035
ENST00000317502,330,1005
ENST00000317501,3589,1839
ENST00000219281,192,798
ENST00000425340,283,1032
ENST00000425331,292,855
ENST00000234875,362,387
ENST00000219271,398,2010
ENST00000220244,1586,4086
ENST00000425327,2260,1293
ENST00000234816,399,1476
ENST00000523662,386,1563
ENST00000439969,141,318
ENST00000366496,1667,2940
ENST00000366497,1691,2940
ENST00000440957,1111,3099
ENST00000440961,164,732
ENST00000439975,135,201
ENST00000523656,450,597
ENST00000440960,194,519
ENST00000464910,255,882
ENST00000234827,298,627
ENST00000439977,300,1176
ENST00000366491,1569,348
ENST00000547649,158,456
ENST00000366485,69,945
ENST00000366487,586,963
ENST00000366488,598,408
ENST00000366481,1043,1461
ENST00000508048,726,1257
ENST00000366489,1570,348
ENST00000523686,1576,390
ENST00000440973,3548,1788
ENST00000439984,1775,6693
ENST00000440970,1542,3684
ENST00000258807,223,660
ENST00000439986,2366,1221
ENST00000464942,191,720
ENST00000449309,172,1722
ENST00000366480,407,963
ENST00000449302,99,495
ENST00000547619,1689,636
ENST00000366474,440,1110
ENST00000366475,645,1047
ENST00000366476,555,939
ENST00000533000,90,303
ENST00000366471,247,1425
ENST00000366472,383,1182
ENST00000366473,602,963
ENST00000533004,65,276
ENST00000366479,521,939
ENST00000508053,6110,8739
ENST00000439991,333,255
ENST00000234831,303,972
ENST00000523676,652,1512
ENST00000523677,92,342
ENST00000449319,56,465
ENST00000449317,259,1368
ENST00000547628,370,1596
ENST00000449321,354,1248
ENST00000366466,189,294
ENST00000450302,548,1554
ENST00000508064,1122,1710
ENST00000440994,484,1446
ENST00000440995,2649,5457
ENST00000464962,343,1893
ENST00000523629,3085,1815
ENST00000391417,371,468
ENST00000391418,57,387
ENST00000391419,50,387
ENST00000391413,519,588
ENST00000391415,301,633
ENST00000391411,177,666
ENST00000450313,356,1650
ENST00000450315,1144,2130
ENST00000464951,257,900
ENST00000449337,659,1407
ENST00000523619,2344,2949
ENST00000391429,49,708
ENST00000523613,739,1191
ENST00000219204,119,492
ENST00000219207,191,549
ENST00000449349,447,777
ENST00000209875,377,576
ENST00000450331,965,3984
ENST00000449354,159,438
ENST00000450333,313,1131
ENST00000449352,673,2919
ENST00000209884,667,1830
ENST00000488919,593,852
ENST00000606505,198,815
ENST00000449359,513,1929
ENST00000523638,274,1239
ENST00000508024,375,1146
ENST00000209873,314,1641
ENST00000391440,157,342
ENST00000415914,190,1188
ENST00000533070,118,420
ENST00000293190,621,3702
ENST00000415912,1034,2265
ENST00000415913,1177,1245
ENST00000557040,106,177
ENST00000557043,119,162
ENST00000293195,325,1476
ENST00000533065,906,1635
ENST00000366531,1446,2403
ENST00000342560,468,1104
ENST00000557038,1046,2175
ENST00000366537,317,348
ENST00000366539,2965,1440
ENST00000366533,1445,2499
ENST00000366534,1446,2856
ENST00000366535,436,1371
ENST00000596657,107,240
ENST00000533060,833,3522
ENST00000415901,160,579
ENST00000557052,315,489
ENST00000533063,324,1599
ENST00000557053,213,360
ENST00000415905,492,852
ENST00000557054,158,45
ENST00000596652,517,2148
ENST00000557046,321,855
ENST00000533054,784,2589
ENST00000342572,189,192
ENST00000533058,163,774
ENST00000366528,149,393
ENST00000342579,1894,8469
ENST00000366522,1085,810
ENST00000366523,837,489
ENST00000533097,344,567
ENST00000557021,279,318
ENST00000533095,379,267
ENST00000366510,442,1290
ENST00000557016,154,315
ENST00000366518,2750,5184
ENST00000366511,513,414
ENST00000366512,819,1851
ENST00000366513,993,2178
ENST00000366514,344,1191
ENST00000596676,30,180
ENST00000366508,1505,6906
ENST00000572645,79,357
ENST00000439918,398,1395
ENST00000440909,461,1257
ENST00000533076,301,978
ENST00000342558,426,1491
ENST00000440902,156,540
ENST00000342555,359,1494
ENST00000366500,129,216
ENST00000366501,153,186
ENST00000342556,332,1386
ENST00000366503,432,1170
ENST00000439922,277,516
ENST00000533030,329,108
ENST00000557000,223,879
ENST00000533023,308,345
ENST00000366574,15096,14904
ENST00000533024,106,165
ENST00000508076,118,198
ENST00000533022,290,570
ENST00000366570,737,1623
ENST00000533028,384,978
ENST00000572639,125,255
ENST00000366577,1274,3798
ENST00000366578,1777,2685
ENST00000366579,77,363
ENST00000523698,181,561
ENST00000572621,1066,7008
ENST00000439930,436,1098
ENST00000547688,465,1773
ENST00000439936,354,1038
ENST00000557010,597,822
ENST00000557011,126,75
ENST00000366563,6792,1434
ENST00000366564,6792,1410
ENST00000366565,6795,1464
ENST00000557004,409,1284
ENST00000557006,311,504
ENST00000366560,370,1533
ENST00000557008,316,1002
ENST00000440926,668,1578
ENST00000547691,815,4620
ENST00000606474,72,108
ENST00000439945,177,1260
ENST00000533050,432,1056
ENST00000533045,190,1047
ENST00000366552,1954,3246
ENST00000366553,375,1971
ENST00000366554,731,1209
ENST00000366559,892,1461
ENST00000464906,431,948
ENST00000199940,3443,1680
ENST00000268182,1233,4974
ENST00000366557,883,1359
ENST00000464909,175,348
ENST00000268184,738,1860
ENST00000366558,806,1422
ENST00000440940,681,2097
ENST00000439951,593,1113
ENST00000440944,559,2028
ENST00000572600,335,744
ENST00000199936,534,1164
ENST00000439957,294,960
ENST00000439958,381,1389
ENST00000533034,1376,2115
ENST00000366540,2943,1398
ENST00000342595,383,1446
ENST00000366541,1879,2142
ENST00000533035,247,1431
ENST00000342593,142,384
ENST00000366542,1637,4755
ENST00000366543,1639,4383
ENST00000366548,710,2541
ENST00000366544,1639,4461
ENST00000268154,706,1995
ENST00000606498,391,624
ENST00000582070,168,519
ENST00000474289,418,906
ENST00000244174,442,1566
ENST00000268164,795,1128
ENST00000415986,630,4188
